# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 2, # of real var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
9.999991e-01	1.000001e+00	4.999987e-01	7.999992e+00	9.999991e-01	1.509479e-10	0.000000e+00	1	1.000000e+14
3.903852e-01	8.944980e+00	9.091602e-04	2.147886e-02	3.903852e-01	2.491988e+00	0.000000e+00	1	1.000000e+14
3.903852e-01	8.944980e+00	9.091602e-04	2.147886e-02	3.903852e-01	2.491988e+00	0.000000e+00	1	3.394160e-01
3.903852e-01	8.944980e+00	9.091602e-04	2.147886e-02	3.903852e-01	2.491988e+00	0.000000e+00	1	2.986320e-01
3.903852e-01	8.944980e+00	9.091602e-04	2.147886e-02	3.903852e-01	2.491988e+00	0.000000e+00	1	1.134263e-01
3.903852e-01	8.944980e+00	9.091602e-04	2.147886e-02	3.903852e-01	2.491988e+00	0.000000e+00	1	8.374910e-02
5.498908e-01	3.750835e+00	1.927828e-03	2.886468e+00	5.498908e-01	1.062550e+00	0.000000e+00	1	7.201988e-02
6.420355e-01	2.064703e+00	1.732193e-02	4.452707e+00	6.420355e-01	3.256123e-01	0.000000e+00	1	7.160863e-02
3.903852e-01	8.944980e+00	9.091602e-04	2.147886e-02	3.903852e-01	2.491988e+00	0.000000e+00	1	7.151057e-02
6.136739e-01	2.420412e+00	1.401508e-03	4.037722e+00	6.136739e-01	4.853435e-01	0.000000e+00	1	6.693343e-02
4.655114e-01	6.133890e+00	7.499843e-03	1.334207e+00	4.655114e-01	1.855396e+00	0.000000e+00	1	6.671346e-02
4.243962e-01	7.566975e+00	5.160305e-03	6.081703e-01	4.243962e-01	2.211396e+00	0.000000e+00	1	6.644785e-02
3.903852e-01	8.944980e+00	9.091602e-04	2.147886e-02	3.903852e-01	2.491988e+00	0.000000e+00	1	6.550163e-02
3.979953e-01	8.653465e+00	4.332636e-03	1.379193e-01	3.979953e-01	2.444038e+00	0.000000e+00	1	6.546837e-02
4.055472e-01	8.263529e+00	1.960100e-04	2.986739e-01	4.055472e-01	2.351251e+00	0.000000e+00	1	6.325248e-02
4.551195e-01	6.498724e+00	8.961964e-03	1.138379e+00	4.551195e-01	1.957696e+00	0.000000e+00	1	6.155865e-02
5.455961e-01	4.076362e+00	2.240205e-02	2.686318e+00	5.455961e-01	1.224047e+00	0.000000e+00	1	5.981380e-02
4.831725e-01	5.583968e+00	7.762094e-03	1.650533e+00	4.831725e-01	1.698020e+00	0.000000e+00	1	5.827046e-02
4.694337e-01	5.983057e+00	5.592107e-03	1.416255e+00	4.694337e-01	1.808649e+00	0.000000e+00	1	5.712350e-02
4.221240e-01	7.900921e+00	2.238073e-02	4.639475e-01	4.221240e-01	2.335168e+00	0.000000e+00	1	5.670121e-02
5.247336e-01	4.592964e+00	2.211416e-02	2.312520e+00	5.247336e-01	1.410082e+00	0.000000e+00	1	5.418504e-02
4.081134e-01	8.211569e+00	4.045241e-03	3.217693e-01	4.081134e-01	2.351251e+00	0.000000e+00	1	5.310990e-02
4.487459e-01	6.628363e+00	2.193964e-03	1.064262e+00	4.487459e-01	1.974451e+00	0.000000e+00	1	5.082320e-02
3.903852e-01	8.944980e+00	9.091602e-04	2.147886e-02	3.903852e-01	2.491988e+00	0.000000e+00	1	5.051004e-02
5.812519e-01	3.176176e+00	1.290426e-02	3.385109e+00	5.812519e-01	8.461583e-01	0.000000e+00	1	4.923238e-02
4.399586e-01	7.079911e+00	1.241585e-02	8.447597e-01	4.399586e-01	2.114868e+00	0.000000e+00	1	4.492663e-02
4.474810e-01	6.812682e+00	1.264587e-02	9.787833e-01	4.474810e-01	2.048546e+00	0.000000e+00	1	4.485903e-02
5.269417e-01	4.326171e+00	3.685772e-03	2.462835e+00	5.269417e-01	1.279640e+00	0.000000e+00	1	4.468395e-02
6.659018e-01	1.576538e+00	7.156007e-03	4.943297e+00	6.659018e-01	4.981976e-02	0.000000e+00	1	4.209648e-02
3.963320e-01	8.705962e+00	2.906547e-03	1.165367e-01	3.963320e-01	2.450451e+00	0.000000e+00	1	4.117768e-02
8.840082e-01	1.133910e+00	3.264099e-01	6.953688e+00	8.840082e-01	2.385332e-03	0.000000e+00	1	4.040434e-02
4.281716e-01	7.378758e+00	2.153045e-03	6.941698e-01	4.281716e-01	2.159374e+00	0.000000e+00	1	3.992684e-02
4.950770e-01	5.266523e+00	1.050454e-02	1.848359e+00	4.950770e-01	1.607334e+00	0.000000e+00	1	3.908960e-02
4.450925e-01	6.838562e+00	8.270826e-03	9.620396e-01	4.450925e-01	2.043793e+00	0.000000e+00	1	3.897591e-02
6.692650e-01	1.568616e+00	1.220081e-02	4.973565e+00	6.692650e-01	4.981976e-02	0.000000e+00	1	3.756020e-02
5.664122e-01	3.371338e+00	1.212724e-03	3.188142e+00	5.664122e-01	9.095670e-01	0.000000e+00	1	3.733422e-02
3.903852e-01	8.944980e+00	9.091602e-04	2.147886e-02	3.903852e-01	2.491988e+00	0.000000e+00	1	3.728278e-02
4.891694e-01	5.355317e+00	3.697036e-03	1.782867e+00	4.891694e-01	1.619657e+00	0.000000e+00	1	3.723719e-02
6.051454e-01	2.853481e+00	2.884654e-02	3.719538e+00	6.051454e-01	7.267707e-01	0.000000e+00	1	3.674899e-02
5.085647e-01	4.788849e+00	2.086951e-03	2.141642e+00	5.085647e-01	1.435440e+00	0.000000e+00	1	3.515522e-02
4.134968e-01	7.938651e+00	6.797862e-04	4.388642e-01	4.134968e-01	2.282607e+00	0.000000e+00	1	3.505155e-02
3.966416e-01	8.699167e+00	3.370929e-03	1.193230e-01	3.966416e-01	2.450451e+00	0.000000e+00	1	3.489028e-02
3.903852e-01	8.944980e+00	9.091602e-04	2.147886e-02	3.903852e-01	2.491988e+00	0.000000e+00	1	3.271504e-02
5.077470e-01	5.014252e+00	1.928233e-02	2.023752e+00	5.077470e-01	1.545971e+00	0.000000e+00	1	3.214740e-02
5.310810e-01	4.292452e+00	9.894813e-03	2.500089e+00	5.310810e-01	1.279640e+00	0.000000e+00	1	3.208272e-02
4.361025e-01	7.109650e+00	4.243087e-03	8.243861e-01	4.361025e-01	2.100536e+00	0.000000e+00	1	2.746884e-02
6.051454e-01	2.853481e+00	2.884654e-02	3.719538e+00	6.051454e-01	7.267707e-01	0.000000e+00	1	2.738299e-02
5.051808e-01	5.039722e+00	1.543310e-02	2.000656e+00	5.051808e-01	1.545971e+00	0.000000e+00	1	2.668680e-02
eof
